"","X.TwoWayPipelines.NPI2.NPI2Threshold","X.TwoWayPipelines.NPI2.NPI2FlowThreshold","X.TwoWayPipelines.NPI.NPIThreshold","X.TwoWayPipelines.NPI.NPIFlowThreshold","X.TwoWayPipelines.BrisbanetoNthPineInterconnector.BrisbanetoNthPineThreshold","X.TwoWayPipelines.BrisbanetoNthPineInterconnector.BrisbanetoNthPineFlowThreshold","X.TwoWayPipelines.MaroochytoBaroonInterconnector.MaroochytoBaroonThreshold","X.TwoWayPipelines.EwenMaddocktoBaroonInterconnector.EwenMaddocktoBaroonThreshold","X.TwoWayPipelines.EPI.EPIThreshold","X.TwoWayPipelines.EPI.EPIFlowThreshold","X.TwoWayPipelines.SPI.SPIThreshold","X.TwoWayPipelines.SPI.SPIFlowThreshold","X.WCRWS.PRWThreshold","X.TugunDesalination.TugunDesalOneThirdThreshold","X.TugunDesalination.TugunDesalTwoThirdsThreshold","X.TugunDesalination.TugunDesalFullThreshold","X.SpillVolumes.TotalSpillVolume","X.MinimumSystemStorageNegation","X.Costs.TotalCost","X.Costs.SwitchingCost","X.Costs.PumpingCost","X.Costs.TugunDesalCost","X.Costs.TreatmentCost","X.Costs.PRWCost","X.TugunDesalination.TugunDesalProductionTotal","X.WCRWS.PRWInflow","X.TwoWayPipelines.TwoWayPipelineFlows","X.SwitchCounts.TotalSwitchCount","X.SwitchCounts.BrisbanetoNthPineSwitchCount","X.SwitchCounts.EPISwitchCount","X.SwitchCounts.EwentoBaroonSwitchCount","X.SwitchCounts.MaroochytoBaroonSwitchCount","X.SwitchCounts.NPI2SwitchCount","X.SwitchCounts.NPISwitchCount","X.SwitchCounts.SPISwitchCount","X.EnvironmentalFlows.EnvFlowDeficit","X.Reliability.TotalVolumetricReliability"
"58",0.8236808801,0.865507306,0.8489184379,0.9970949376,0.9663410131,0.0002246369,0.9468554388,0.9383074471,0.643576735,0.5858324374,0.7548307983,0.0190961025,0.9984691333,0.7845775569,0.3433159008,0.0979836559,433263.408135316,397144.508951315,5389255480.60769,240000,26992490.1505616,196758283.629595,4513227277.70757,652037429.11997,274751.400000004,232,211.898,6,0,0,1,1,3,1,0,36880.010946648,0.9119040691
"60",0.9785907739,0.9816774906,0.6657852238,0.1579291797,0.2721311301,0.0185168455,0.7553603861,0.9894600719,0.2492537747,0.8827569488,0.7502767746,0.3353870553,0.8083241931,0.0348004016,0.0017396488,0.0102758985,320827.954597473,279493.597652329,5232856043.40495,240000,44347572.6499152,1211472.84720004,4535019568.78787,652037429.11997,14571.4799999993,232,131.898,6,0,0,1,3,1,1,0,38461.2285194518,0.9497286379
"61",0.8646003228,0.9158190801,0.9800385321,0.9986347901,0.2738508614,0.0528493487,0.9042110712,0.8223721004,0.2578518306,0.6117013351,0.4034362241,0.0644783651,0.4541597191,0.0386726552,0.811645448,0.3405565661,419573.998454791,422775.341489657,5503959004.48417,200000,35482810.2174294,305395337.6712,4510843427.47557,652037429.11997,436697.520000007,232,349.897,5,0,0,3,1,1,0,0,36372.9444744254,0.9441599365
"63",0.9463697075,0.9606561374,0.9386642992,0.9980902353,0.8268966593,0.000238833,0.9077194977,0.8626357824,0.1847110285,0.8920802077,0.9216772145,0.0172261325,0.9716653012,0.9563954479,0.3386585724,0.4835491788,520578.013049966,429736.407949744,5497154954.58904,120000,24954056.5553877,316866430.624805,4503177038.28888,652037429.11997,453992.84,232,189.897,3,0,0,1,1,1,0,0,36324.0502570075,0.9032493116
"64",0.9018328127,0.8241391169,0.902186441,0.999939726,0.7814305505,5.37966310214114e-05,0.8960928455,0.6944615436,0.5521414998,0.9819185014,0.6455033817,0.0784952161,0.5749742733,0.3062100611,0.0123510615,0.672153402,462404.715639925,437564.32864957,5533674697.1472,200000,35719602.3334203,338189479.320011,4507528186.3738,652037429.11997,485716,232,189.897,5,0,0,3,1,1,0,0,36320.0174383836,0.9266273061
"65",0.8672302644,0.5728283798,0.9239176862,0.3258021641,0.6435588941,0.0244526788,0.9838543069,0.8639476544,0.6005975316,0.9511702283,0.2556351285,0.8135180703,0.7670308842,0.1223488871,0.2816238099,0.1530371902,314329.669602028,318427.18353954,5375020434.67659,280000,46646637.3007612,150938096.710801,4525118271.54505,652037429.11997,217143.779999999,232,144.897,7,0,0,3,1,3,0,0,39041.0293727012,0.9518800045
"66",0.9304968441,0.7102283294,0.8029454055,0.8939085638,0.5656237111,0.0010626323,0.8973069408,0.9802369639,0.1291168454,0.277316918,0.9669144672,0.0093286989,0.0091699682,0.0862011296,0.0134156654,0.0002956896,349878.023989223,338757.7194828,5183668564.84422,160000,26150184.0323907,1211472.84720004,4504109478.84466,652037429.11997,14571.4799999993,0,196.173,4,0,0,1,1,1,1,0,38425.935716584,0.8278946688
"67",0.880954744,0.7838863089,0.924298699,0.9998105388,0.7828192971,0.3388672381,0.9708045527,0.8689916652,0.7745754227,0.990553058,0.8020566355,0.4515726748,0.9673986226,0.0294912928,0.1102490974,0.073860918,308279.39385993,153286.554528404,5266054224.50561,120000,51629994.8881171,38335294.2083993,4523931506.28913,652037429.11997,64874.7400000004,232,349.897,3,0,0,1,1,1,0,0,36466.1386899672,0.9415483888
"68",0.9838347813,0.9925094557,0.887691463,0.9686262126,0.4255251663,0.5951918901,0.9069118678,0.9882429578,0.0168223839,0.7444912705,0.4348116954,0.5847394738,0.9635141087,0.313474482,0.0184822892,0.2826630808,302874.36826683,254334.131034646,5454003176.63319,120000,51693031.2224139,242132446.642792,4508020269.64802,652037429.11997,349686.260000003,232,349.897,3,0,0,1,1,1,0,0,36424.9506754348,0.938382314
"70",0.8641750606,0.6817580171,0.8859708786,0.999946961,0.6675889531,0.34519541,0.9917050461,0.9592884873,0.7282385709,0.9567986129,0.8020566355,0.623060349,0.4516369985,0.1289117319,0.3252278089,0.2805200455,308432.411018082,277163.164527481,5462381097.49396,120000,51627797.6500602,250022779.53239,4508573091.19154,652037429.11997,361113.62,232,349.897,3,0,0,1,1,1,0,0,36391.0263844677,0.941446726
"71",0.9460332348,0.5162984759,0.902453019,0.9998381434,0.6325734144,0.0436622583,0.8705589701,0.9396756614,0.2341370739,0.750059746,0.7870727984,0.0420974468,0.8961798595,0.8613217923,0.2042255999,0.0101117395,333230.847011077,382554.466678088,5338285767.00069,120000,32353322.1093369,129882985.293594,4523892030.47779,652037429.11997,175735.560000013,232,349.897,3,0,0,1,1,1,0,0,36395.9330197475,0.9403903723
"74",0.8522171819,0.8329059568,0.9404503086,0.9908148042,0.8777392056,0.0032868046,0.8618168988,0.7178448845,0.3839245629,0.8102943546,0.9729902956,0.0868188851,0.7747463707,0.0849840676,0.9211699987,0.2076721866,384850.749189797,408203.183704513,5438461965.18996,200000,36433483.8069862,233937992.122791,4515853060.14021,652037429.11997,329887.880000019,232,189.897,5,0,0,3,1,1,0,0,36271.0590728497,0.9279778847
"75",0.8553006949,0.5073233836,0.9269650727,0.9878412987,0.8371381065,0.0371701384,0.9515719058,0.8973326506,0.7083602597,0.8620886983,0.5402753992,0.0676976738,0.5620828785,0.9148801986,0.759200254,0.0916729175,380687.624663968,407394.583492527,5432712696.74632,120000,35297517.5763757,227705895.093592,4517551854.95638,652037429.11997,320572.560000015,232,349.897,3,0,0,1,1,1,0,0,36286.0889753954,0.9395788011
"77",0.8869387925,0.8738511583,0.9898751639,0.9986158311,0.7601998304,0.0001064906,0.9952238064,0.8278279695,0.0882348669,0.5878474036,0.5600482297,0.0454248602,0.6012478482,0.7774453563,0.3151785628,0.1018666993,387989.915031285,394267.383033294,5393452235.89277,200000,32255656.6116633,191481775.161596,4517477374.99954,652037429.11997,266938.980000003,232,189.897,5,0,0,3,1,1,0,0,36337.7418533045,0.9211923717
"79",0.8427304347,0.974227115,0.8898733257,0.9825651501,0.1042994288,0.0691514079,0.8997258638,0.9999638557,0.0802307233,0.7738634018,0.9125855079,0.172316926,0.4835070354,0.872567177,0.1360518223,0.5969429253,378234.260518737,417257.873398259,5542453472.52352,200000,43470197.041244,338189479.320011,4508556367.0423,652037429.11997,485716,232,349.897,5,0,0,1,1,3,0,0,36394.8590736121,0.9458126344
"80",0.8792650026,0.8640157171,0.9845933994,0.9909664319,0.7928512015,0.0597743525,0.9919442122,0.8553757931,0.0105893274,0.5178739462,0.0118157589,0.1945657469,0.8005527653,0.0710345524,0.2549172483,0.4739026682,340182.2698441,399880.23243351,5513110553.00231,360000,45064206.4815333,304233316.564801,4511415600.83601,652037429.11997,438240.32,232,349.897,9,0,0,7,1,1,0,0,36370.3100660038,0.9460108014
"81",0.8447239747,0.9776775932,0.9908607398,0.998583921,0.5034260752,0.0038795934,0.7349131435,0.9404279746,0.5818814448,0.977871773,0.6014337021,0.0084774296,0.8786467753,0.0676080114,0.0401946479,0.244780196,375178.753430576,376289.213074338,5292797769.28125,200000,24944574.5264478,96620908.414793,4518994857.22004,652037429.11997,147967.820000005,232,189.897,5,0,0,1,3,1,0,0,36306.392097549,0.9032588616
"82",0.8998671431,0.9613102083,0.7304406851,0.4187988852,0.6967047288,0.1278377311,0.9998933626,0.9983393087,0.1703994597,0.7815599823,0.8064716232,0.0417235171,0.7587789149,0.1246872558,0.0211248376,0.101992492,324173.149290625,283528.199497816,5213164031.46706,440000,28958563.1410282,1211472.84720004,4530516566.35886,652037429.11997,14571.4799999993,232,349.897,11,0,0,1,1,9,0,0,39628.8569625893,0.9537212881
"83",0.9181228921,0.9640830197,0.7835809086,0.9280836204,0.0313994291,0.6801899214,0.9242960318,0.8632335464,0.4131062953,0.7115908837,0.7862915131,0.0932689671,0.920091698,0.010742783,0.0641404859,0.0218456691,313773.38663209,222910.313650724,5219388215.91697,280000,38254456.1311469,1211472.84720004,4527604857.81865,652037429.11997,14571.4799999993,232,349.897,7,4,0,1,1,1,0,0,36502.055665724,0.9386138774
"84",0.7372263176,0.8930912617,0.7483658855,0.6231059353,0.7687845925,0.354155663,0.9922908385,0.8557281055,0.3960830697,0.4554637861,0.7532032509,0.4850769505,0.9096606644,0.0001384861,0.0157816477,0.0350754368,308050.344796588,128456.613255709,5231558698.76693,280000,50902537.033078,1211472.84720004,4527127259.76668,652037429.11997,14571.4799999993,232,349.897,7,0,0,3,1,3,0,0,39033.8073918336,0.9421213624
"85",0.9338206961,0.5743454802,0.7476505768,0.1680575257,0.0572120783,0.0005010104,0.9878739906,0.9963272941,0.2112872631,0.882880149,0.8786054065,0.4505104072,0.7899880128,0.2399848258,0.0024842662,0.1265007417,313593.75985994,287539.42265084,5300405510.76116,160000,46703054.2329029,70755071.8727978,4530749955.53549,652037429.11997,100276.679999998,232,131.898,4,0,0,1,1,1,1,0,39351.0887490622,0.9497910966
"86",0.7827662136,0.5501061119,0.9001717986,0.9976059257,0.3668225614,0.0315607012,0.832565471,0.7825978911,0.5895387329,0.9113962491,0.6960708961,0.0749764775,0.6139706887,0.9882885222,0.0018294748,0.2290061156,361380.233037104,388440.521619343,5377923090.52514,280000,35782106.3171021,168204051.800392,4521619503.28767,652037429.11997,232821.820000016,232,189.897,7,0,0,3,1,3,0,0,36325.5069432535,0.9340652212
"89",0.9606870897,0.6402461382,0.9364470532,0.9594202079,0.6810041565,0.0540808723,0.8705589701,0.9339749719,0.284974986,0.9985478887,0.9435916867,0.0032373702,0.8113624872,0.0473700959,0.2090015758,0.0113157062,326644.978537401,358893.679339942,5251170440.01837,120000,26354721.601204,46361511.0168025,4526296778.28039,652037429.11997,75570.5999999975,232,349.897,3,0,0,1,1,1,0,0,36598.6116235332,0.9326996862
"92",0.8068060134,0.551056976,0.7442653703,0.5420187701,0.6236462988,0.007379832,0.9992972252,0.9538545114,0.026827779,0.7343031829,0.6486497058,0.4386607408,0.2939012284,0.007369977,0.149496156,0.0393744633,314444.670844987,276129.451559402,5263267946.89778,240000,47689965.0800279,30112458.8183987,4533188093.87938,652037429.11997,53617.6200000009,232,211.898,6,0,0,1,1,3,1,0,38941.3583265045,0.948310191
"94",0.9927934877,0.9016901078,0.9880376931,0.7247436096,0.6302716985,0.3805618512,0.9867195519,0.7692331935,0.3508481029,0.6562849198,0.3280989831,0.6797251386,0.593079625,0.1107165828,0.2596442475,0.0257782488,307786.95335779,220956.877951722,5366050204.00978,200000,51087843.2600096,146460634.101603,4516264297.5282,652037429.11997,210807.659999998,232,349.897,5,0,0,3,1,1,0,0,38269.0651935678,0.9414056402
"95",0.886821265,0.9628220568,0.8906632774,0.9192382567,0.1570983255,0.393015721,0.9336375684,0.8583475255,0.2072416376,0.7980327585,0.6660599937,0.6285248945,0.5143731051,0.0763170791,0.1197878894,0.0631614438,305791.696716468,159001.928002201,5276763562.22032,360000,51455472.2016414,49958629.4423986,4522952031.45631,652037429.11997,80430.4200000002,232,349.897,9,0,0,7,1,1,0,0,37012.9861940587,0.9410655862
"96",0.996840813,0.9760290137,0.9394741501,0.997026027,0.9981094574,0.0004954695,0.9502249764,0.85816983,0.2779420869,0.9548617526,0.1203485072,0.0822245098,0.7966725167,0.5362424484,0.9546120802,0.5463669237,452189.360319374,433944.411152867,5527426863.32134,120000,36098818.3294137,330686760.566408,4508483855.30555,652037429.11997,474501.44,232,189.897,3,0,0,1,1,1,0,0,36317.1653139522,0.9277083678
"97",0.947887549,0.5496730216,0.933486215,0.9401513735,0.7637173593,0.8574883659,0.9605315774,0.7532067831,0.6022969013,0.8203316331,0.89472635,0.5570063736,0.2808268575,0.0438962268,0.2055652113,0.0028380179,305188.137137034,207768.059221868,5351598915.15388,200000,51588401.1985308,131700044.700004,4516073040.13538,652037429.11997,190865.639999999,232,349.897,5,0,0,3,1,1,0,0,36433.2466391271,0.9376480139
"98",0.9855648888,0.8923122897,0.9536724729,0.7624887273,0.6581273823,0.3376896102,0.9628576217,0.7910607374,0.3508481029,0.7875326271,0.869937293,0.6797251386,0.3830331342,0.1107165828,0.27655319,0.109838481,308778.127856307,230058.444600881,5378131943.56934,200000,51131916.995285,159266842.501201,4515495754.95289,652037429.11997,228291.839999998,232,349.897,5,0,0,3,1,1,0,0,37810.4284905291,0.941561738
"100",0.8350061217,0.8827175002,0.9081935138,0.3646400389,0.3440948122,0.0014298713,0.8914841428,0.7807794298,0.5776142478,0.3350435448,0.6867453001,0.0056719743,0.0021505716,0.1747825615,0.0353032,0.0184272552,328228.637752021,331910.557159456,5186268489.10695,280000,22769085.3355226,7621916.33280003,4503560058.31865,652037429.11997,22471.680000002,0,135.172,7,0,0,3,1,3,0,0,38735.3086478331,0.8305106187
"102",0.7546631038,0.9247205703,0.7212328779,0.6501038356,0.6684380772,0.354155663,0.8534213805,0.8378323735,0.3960830697,0.5025441003,0.7717165572,0.5827643343,0.9433434185,0.0022498068,0.3299063576,0.0862938954,308427.398624409,238473.225378066,5396682864.00433,280000,50952856.9355585,178834699.931999,4514577878.0168,652037429.11997,254546.039999997,232,349.897,7,0,0,3,1,3,0,0,38704.6068763787,0.9420110744
"103",0.9393492584,0.5743454802,0.7476505768,0.1579291797,0.2721311301,0.0185168455,0.7589581031,0.9963272941,0.2492537747,0.882880149,0.6498779181,0.3590787598,0.7899880128,0.1678564441,0.0024842662,0.127258205,320693.001639801,284471.805797724,5259262506.59532,240000,44745433.1100986,28860557.3759995,4533379086.98926,652037429.11997,48646.0800000005,232,131.898,6,0,0,1,3,1,1,0,38391.0743690029,0.9497195575
"104",0.8447239747,0.5610584148,0.9917554552,0.9983671308,0.4905304316,0.0038795934,0.6214220127,0.903404055,0.5794881554,0.977871773,0.6014337021,0.0084774296,0.7720621844,0.0676080114,0.9718720729,0.3596039398,516417.02875458,427664.877299037,5489824377.8379,120000,24910698.2467097,308904673.862401,4503851576.60882,652037429.11997,441943.040000006,232,189.897,3,0,0,1,1,1,0,0,36342.5104725582,0.9028172552
"105",0.752141729,0.6795366666,0.9430700324,0.429219858,0.8806281436,0.0017637318,0.8768531831,0.9552833423,0.6094018672,0.8549652791,0.9571427041,0.0622052238,0.8579432999,0.9420144586,0.7855644214,0.0199749471,367451.191138264,391317.893489464,5429115361.87617,200000,32335401.5231299,227705895.093592,4516836636.13948,652037429.11997,320572.560000015,232,144.897,5,0,0,1,1,3,0,0,38652.3914831599,0.9375717402
"106",0.689097934,0.7400097746,0.9516163071,0.9841807654,0.9985342781,0.031860344,0.853463442,0.8366972582,0.6292151664,0.676928656,0.8289013913,0.0109636535,0.6717281128,0.9498323653,0.1841221658,0.0690831543,377622.86336629,379954.373698482,5319152863.78816,200000,25623020.6525408,120574987.209592,4520717426.80606,652037429.11997,161954.100000008,232,349.897,5,0,0,1,1,3,0,0,36146.9103034027,0.9197482268
"107",0.9634334917,0.6288815029,0.9765852603,0.8787586897,0.6309608897,0.0423295194,0.9971946751,0.9397853915,0.5971806184,0.4329898868,0.3796467464,0.1168909249,0.9215296189,0.2678910001,0.820359984,0.19901097,338583.634060978,393676.197191837,5444076442.74123,120000,39252438.395789,233877486.326391,4518789088.89908,652037429.11997,329797.440000019,232,349.897,3,0,0,1,1,1,0,0,37824.285218495,0.9489234384
"108",0.9403579388,0.4945378725,0.8306024653,0.3843902628,0.8215469016,0.0020523969,0.8285226758,0.9642714654,0.7818016914,0.5884312247,0.9751437895,0.0098212695,0.0044171955,0.1942558371,0.0082577844,0.0061141315,326908.146080942,334592.119119014,5196404344.89222,200000,23108909.4473674,17982229.0367984,4503075777.28808,652037429.11997,35239.6800000004,0,135.172,5,0,0,1,3,1,0,0,38643.4847978966,0.8312697111
"109",0.817776135,0.9685802104,0.9281240685,0.9975867916,0.6760382122,0.0026952826,0.998834996,0.8625331857,0.6740318242,0.6961115542,0.309363734,0.1188474371,0.6588320424,0.2245033418,0.6979009206,0.1633832661,365365.412856317,404231.977078132,5436474539.45053,200000,39099651.5411391,227705895.093592,4517431563.69583,652037429.11997,320572.560000015,232,189.897,5,0,0,1,1,3,0,0,36343.7085337256,0.9311397406
"112",0.8553006949,0.5073233836,0.9281329317,0.940307879,0.8371381065,0.0711896211,0.9515719058,0.9264693428,0.5489244449,0.8620886983,0.8843058014,0.0676976738,0.6025281826,0.9884125642,0.8517324502,0.0857318662,367941.612826011,394678.497098325,5432119815.62604,120000,35747477.9699093,227705895.093592,4516509013.44257,652037429.11997,320572.560000015,232,349.897,3,0,0,1,1,1,0,0,36733.6529378161,0.9463287137
"113",0.9941195475,0.7394680939,0.8626169353,0.9987386634,0.9087855607,0.0556014232,0.7345611906,0.9484837774,0.0445609005,0.6023244057,0.4039977644,0.0214269593,0.4617373768,0.226960372,0.1883038688,0.1412566921,327684.002419057,360085.208818336,5253705335.85802,200000,26480780.8772658,48842529.4055977,4526144596.45519,652037429.11997,75434.9399999978,232,349.897,5,0,0,1,3,1,0,0,36489.5017802653,0.9324045054
"114",0.7916218497,0.9174486895,0.9641782829,0.9994042507,0.1973237369,0.0081521679,0.6636897327,0.6842144664,0.7993573373,0.9244810639,0.6442785446,0.0326831334,0.5529796384,0.6182582661,0.0107003941,0.9393854291,512678.15113504,438450.741855092,5524816074.12204,360000,29657878.2138381,338189479.320011,4504571287.46822,652037429.11997,485716,232,189.897,9,0,0,3,3,3,0,0,36471.2180348548,0.9147078284
"116",0.9740820886,0.972810293,0.9979606016,0.9828472686,0.3857040196,0.6179693478,0.9280142994,0.9964480098,0.1802552651,0.8882692845,0.5759387857,0.7831245883,0.7377257287,0.2910762486,0.1895845006,0.1250596416,302731.939921444,214552.110866654,5371454457.32379,120000,51710685.8295935,152711643.730801,4514874698.64343,652037429.11997,217034.719999998,232,349.897,3,0,0,1,1,1,0,0,36391.192932035,0.9383170043
"117",0.9936316637,0.8350036814,0.9276823742,0.974284042,0.1801208159,0.0364636941,0.9150065528,0.7228181479,0.4107845338,0.3408610662,0.4427405077,0.0025634853,0.6601552105,0.0944491104,0.804785538,0.0563992457,438454.082881963,407467.281118158,5418287573.45805,200000,25480584.8209198,227705895.093592,4512863664.42357,652037429.11997,320572.560000015,232,349.897,5,0,0,3,1,1,0,0,36298.8669781909,0.924992055
"118",0.9088787011,0.9012220025,0.9952389254,0.9610836478,0.7264316019,0.4779902329,0.9677681011,0.9137987465,0.3480798207,0.8107762015,0.9060636711,0.6333960112,0.6830200829,0.0029895201,0.0051762792,0.3844675995,303129.44211984,273844.428772167,5492837555.59041,120000,51680595.9197814,284117981.019595,4504881549.53106,652037429.11997,410116.14,232,349.897,3,0,0,1,1,1,0,0,36426.9647424372,0.9383794517
"119",0.983803965,0.6442318851,0.8850226878,0.967425463,0.6640133593,0.0503432532,0.706681584,0.8978978322,0.4895773444,0.5420511533,0.4026531369,0.0111293929,0.9235722245,0.0175315243,0.1810278173,0.0523117789,328259.813742818,353948.739372996,5222366855.43838,200000,26290863.7312662,15475907.9831988,4528362654.60394,652037429.11997,33843.1800000011,232,349.897,5,0,0,1,3,1,0,0,36434.1558636532,0.9316141978
"121",0.9010596048,0.7465076029,0.9175799865,0.9986112778,0.5811060086,0.0725902425,0.7748592108,0.9843639655,0.0019498393,0.4614466586,0.8383718593,0.1260078896,0.5945707593,0.2454417956,0.7692078855,0.9434983529,398743.843490292,424710.146221092,5539802104.57412,200000,41194950.8749347,338189479.320011,4508180245.2592,652037429.11997,485716,232,349.897,5,0,0,1,3,1,0,0,36435.4654781009,0.9455944706
"123",0.8804398326,0.535756829,0.9482813228,0.0128531344,0.9594171553,0.0007182562,0.9283080823,0.9597785092,0.2224839907,0.4993236771,0.7539274018,0.3482335472,0.9417636044,0.219244003,0.1081794278,0.0192044077,320577.659208416,293127.986712979,5286968182.91301,360000,44440077.3640412,58711208.3543974,4531419468.0746,652037429.11997,85433.8799999984,232,144.897,9,0,0,1,1,7,0,0,39133.0362514183,0.9480180811
"124",0.895155383,0.7697656921,0.8135507739,0.9456435802,0.8519183575,0.9395982707,0.9416157255,0.9838781348,0.4656204341,0.9580807514,0.7027916521,0.3486908795,0.290759358,0.3019580402,0.1184977383,0.1102997346,309312.522061348,202402.837658163,5332366855.70678,120000,49659531.9327449,112511898.491995,4518037996.16207,652037429.11997,156958.619999999,232,349.897,3,0,0,1,1,1,0,0,36487.4369067392,0.9381775122
"125",0.9571248684,0.7137256475,0.9482813228,0.0534855355,0.9594171553,0.0007182562,0.9279874932,0.9597785092,0.2224839907,0.5088590161,0.7539274018,0.3076261157,0.8516608524,0.002843131,0.9651887223,0.0057227077,328470.81452266,363566.373547113,5443248576.64687,120000,44088049.3603486,227705895.093592,4519297203.07296,652037429.11997,320572.560000015,232,144.897,3,0,0,1,1,1,0,0,39426.9795226511,0.9481464313
"126",0.8124817612,0.9457983178,0.8971061891,0.9969702449,0.7995417816,0.5854183817,0.8387701917,0.9537155977,0.0231773613,0.5791446815,0.6916685621,0.8941316646,0.8613490763,0.1401395288,0.4938484045,0.0194536006,307093.325855472,247387.517222566,5421690441.8253,200000,51757127.6902978,206743377.371995,4510952507.64304,652037429.11997,292251.540000006,232,349.897,5,0,0,1,1,3,0,0,36405.4005970862,0.9379855847
"127",0.5501785917,0.9257784144,0.9999860028,0.9992900797,0.104512423,0.8608276086,0.9280142994,0.8795180354,0.0976172027,0.8465643737,0.3784360178,0.6725290354,0.7574568051,0.1979398452,0.1415213714,0.0599612597,305536.878338198,183882.727817957,5318233134.29885,120000,51663877.7972302,95350694.3088019,4519061133.07284,652037429.11997,138460.979999998,232,349.897,3,0,0,1,1,1,0,0,36280.6593486401,0.9368250386
"128",0.953395797,0.9782446594,0.8096146117,0.9883610594,0.4164278068,0.9503305445,0.9727404375,0.8198111498,0.3752667773,0.9593319113,0.4403389213,0.3365525362,0.7414183038,0.0029135537,0.0187991983,0.0768809878,310583.861537583,144375.175913996,5240828146.74905,200000,49468804.7319717,14867755.6944,4524254157.20271,652037429.11997,33664.9599999993,232,349.897,5,0,0,3,1,1,0,0,36409.5625029897,0.9380752079
"130",0.9494804869,0.9419312049,0.9850727315,0.772711333,0.9381462668,4.27139271078244e-05,0.7494951621,0.957117671,0.0253287205,0.9395708781,0.6922774409,1.18347230412441e-05,0.0203908296,0.0066105659,0.0965260653,0.0497280881,343322.289223899,333218.820179099,5182105024.55339,200000,23905497.6988418,1211472.84720004,4504750624.88737,652037429.11997,14571.4799999993,0,135.172,5,0,0,1,3,1,0,0,38240.2104663811,0.8288757793
"131",0.8943689562,0.8609784025,0.8827739602,0.8500989667,0.8357704462,0.6744563029,0.9727736101,0.9114252829,0.5547109847,0.6648336909,0.4437382194,0.3676105161,0.689450215,0.1321294758,0.2159053051,0.1431999555,308547.23691968,225668.753157858,5372962785.84629,120000,49544498.1602649,156897698.764799,4514363159.80126,652037429.11997,228368.98,232,349.897,3,0,0,1,1,1,0,0,36997.3435236067,0.9382950032
"133",0.9181228921,0.9640830197,0.7835809086,0.8512327902,0.0777519879,0.6801899214,0.9841721438,0.9982463688,0.389962813,0.7207115628,0.8698653882,0.0932689671,0.9298933762,0.010742783,0.0641404859,0.0324390904,313931.911203802,219812.466041369,5216117823.13487,120000,37413682.2948465,1211472.84720004,4525335238.87285,652037429.11997,14571.4799999993,232,349.897,3,0,0,1,1,1,0,0,37011.0294842782,0.9377713504
"134",0.9267362908,0.9695963242,0.9643131633,0.9231525981,0.8304901271,0.0182707231,0.9996848843,0.9962736957,0.3625426067,0.8728444623,0.8856719242,0.0676976738,0.7104835314,0.1600947147,0.7276201404,0.0882138522,388793.346610866,404006.951439744,5430525632.0039,120000,34441525.7552821,227705895.093592,4516220782.03506,652037429.11997,320572.560000015,232,189.897,3,0,0,1,1,1,0,0,36981.5285566099,0.9278240001
"137",0.9031446365,0.8930912617,0.8044896386,0.6231059353,0.3666668995,0.354155663,0.9922908385,0.8807150901,0.6014119647,0.4554637861,0.8812013286,0.6479489757,0.5166597809,0.000511909,0.0241502438,0.0786597531,306539.676900426,135803.404354048,5248482057.49278,440000,50937747.6130927,19481364.7644001,4525585515.99532,652037429.11997,40115.4599999994,232,349.897,11,0,0,9,1,1,0,0,39739.6923857102,0.9425057975
"138",0.8961745124,0.9061965582,0.9650664646,0.9980902353,0.8264708085,0.000238833,0.8261958304,0.8817721337,0.7192029395,0.8255881704,0.9270292199,0.0690166447,0.4490596053,0.8419105738,0.218003245,0.5050163781,453995.948532605,428679.103896657,5515132351.33157,200000,34888206.6548326,319142486.384405,4508864229.17236,652037429.11997,457379.02,232,189.897,5,0,0,1,3,1,0,0,36339.2740068314,0.9259818742
"141",0.8869387925,0.9396274945,0.9730424158,0.9611106986,0.9272191825,0.0491644928,0.9952238064,0.9749209805,0.1189526899,0.4368752502,0.5581990547,0.0403542685,0.4530945649,0.8439216897,0.2315138482,0.0828490682,339412.695971675,382634.15571501,5352282471.05844,120000,31559030.5372083,146127516.981595,4522438494.41967,652037429.11997,199787.280000013,232,349.897,3,0,0,1,1,1,0,0,36652.141421264,0.941700857
"142",0.8812793729,0.9775465917,0.9897762969,0.9986112778,0.5888174886,0.0026686644,0.8859581431,0.909188689,0.0245938845,0.4899117099,0.1166848723,0.0272710706,0.5970207439,0.0738575615,0.7692078855,0.9434983529,525571.857935129,439558.309856287,5520724460.07928,120000,27187072.5899339,338189479.320011,4503190479.04937,652037429.11997,485716,232,189.897,3,0,0,1,1,1,0,0,36322.9212650001,0.9090582625
"144",0.8951625142,0.7502619283,0.8135507739,0.9552882669,0.8235270133,0.8806819758,0.9617921556,0.9883815893,0.4673728515,0.9350181334,0.1996380777,0.3486908795,0.2923188638,0.0045072013,0.0193831723,0.0413836805,309731.416859372,135284.565608879,5228427370.26072,120000,49671535.427576,1211472.84720004,4525386932.86598,652037429.11997,14571.4799999993,232,349.897,3,0,0,1,1,1,0,0,36444.0544000002,0.9380896079
