NPI2 Threshold,NPI2 Flow Threshold,NPI Threshold,NPI Flow Threshold,Brisbane to Nth Pine Threshold,Brisbane to Nth Pine Flow Threshold,Maroochy to Baroon Threshold,Ewen Maddock to Baroon Threshold,EPI Threshold,EPI Flow Threshold,SPI Threshold,SPI Flow Threshold,PRW Threshold,Desalination 1/3 Production Threshold,Desalination 2/3 Production Threshold,Desalination Full Production Threshold,Total Spill Volume (GL),Minimum System Storage (GL),Total Cost ($ million),Switching Cost ($ million),Pumping Cost ($ million),Desalination Cost ($ million),Treatment Cost ($ million),PRW Cost ($ million),Desalination Total Production Volume (GL),PRW Inflow (GL),Two Way Pipeline Flow (GL),Total Switch Count,Brisbane to Nth Pine Switch Count,EPI Switch Count,Ewen to Baroon Switch Count,Maroochy to Baroon Switch Count,NPI2 Switch Count,NPI Switch Count,SPI Switch Count,Environmental Flow Deficit,Total Volumetric Reliability
0.9476898604,0.6632943761,0.9620487957,0.9999799537,0.0846340965,0.014212437,0.7463434299,0.8418245564,0.287029504,0.1898122513,0.7878524113,0.1307775304,0.7972453801,0.0096366311,0.3601618933,0.5598614887,419.268348516,425.780722603,5526.95190516,0.2,39.2882298787,325.825007012,4509.60123915,652.03742912,468.42866,0.232,0.189897,5,0,0,1,3,1,0,0,36325.3682174,0.9315266062
0.9412589733,0.9759625581,0.8889740531,0.9900132371,0.4445613459,0.6298051198,0.8388110481,0.9985520429,0.0281059322,0.9573361198,0.717210302,0.4876731118,0.7454819717,0.1227607521,0.0619125547,0.0254696719,303.143608288,141.271163147,5257.15820797,0.12,51.7525379813,29.7670847376,4523.48115613,652.03742912,49.76328,0.232,0.349897,3,0,0,1,1,1,0,0,36399.2806061,0.9382394371
0.9775453039,0.8404084602,0.9170294371,0.9991949303,0.4424958163,0.0470212689,0.8358149611,0.8951450804,0.0076593911,0.4738537409,0.7387591414,0.05049485,0.9116485086,0.2036005674,0.9884631182,0.3187424371,426.994267175,422.285684253,5497.72843984,0.2,33.9874328183,300.433862366,4511.06971554,652.03742912,429.28144,0.232,0.349897,5,0,0,1,3,1,0,0,36372.1281571,0.9425221163
0.9183361354,0.8375823312,0.9594722798,0.9345898707,0.6460883911,0.9841599337,0.9164849495,0.9953329862,0.6041001404,0.9418983852,0.9784075506,0.4104875403,0.2766427118,0.0705534494,0.1685733264,0.0193602038,306.786118195,188.979172338,5322.54353737,0.12,51.1424125991,100.814441666,4518.42925398,652.03742912,149.13822,0.232,0.349897,3,0,0,1,1,1,0,0,36486.4622539,0.9383007146
0.9300042121,0.9906104779,0.8420065857,0.9971476762,0.1254968702,0.460147384,0.9960796331,0.9912265191,0.1305790654,0.4415423297,0.7601193351,0.5928539706,0.4044237386,0.1153707164,0.2300421192,0.0999311804,302.473717414,213.77590552,5358.6992382,0.12,51.7727380475,139.142358684,4515.62671235,652.03742912,200.92044,0.232,0.349897,3,0,0,1,1,1,0,0,36373.1362369,0.9381138788
0.9375951974,0.6943032995,0.9413290689,0.9985903584,0.1680861388,0.0451498777,0.8450830953,0.8688348495,0.4069581607,0.8242135387,0.3958149258,0.0236441203,0.4237488024,0.3874722974,0.0886670677,0.0474374141,341.273351608,371.546410137,5302.790337,0.2,26.9458125578,100.346715034,4523.26038029,652.03742912,136.74528,0.232,0.349897,5,0,0,1,3,1,0,0,36434.7256368,0.9311880573
0.9608367766,0.6660019268,0.8010851605,0.1679453702,0.5953000533,0.0165736318,0.9582572761,0.6828468429,0.3833189535,0.0207161973,0.2816706392,0.0009087837,0.0002185511,0.1736954078,0.0287347055,0.0562589713,341.29777831,331.439205779,5177.49588025,0.2,18.6792405564,7.1039006976,4499.47530988,652.03742912,21.83328,0.0,0.118172,5,0,0,3,1,1,0,0,38508.0104405,0.823178476
0.9074639454,0.5594153107,0.9948154154,0.9999965129,0.4499286639,0.0533048681,0.9945926925,0.989240829,0.2478780525,0.8848897359,0.6894884152,0.037759706,0.5254342757,0.0032918846,0.5921700114,0.2863811004,448.846715926,417.911446189,5484.60559095,0.12,30.5087425435,291.115969721,4510.82344956,652.03742912,415.35368,0.232,0.349897,3,0,0,1,1,1,0,0,36396.7543525,0.9399767727
0.790053981,0.6255119466,0.856621667,0.6665181197,0.9774202416,0.3080790831,0.7537788638,0.8943140585,0.0139823677,0.6024163869,0.2146708602,0.5036035671,0.4618494854,0.0781102634,0.2443224622,0.0552393018,310.32181336,219.227494184,5362.80500255,0.28,50.9328812602,142.119284278,4517.43540789,652.03742912,204.94236,0.232,0.349897,7,0,0,1,3,3,0,0,37925.138118,0.9428756219
0.9271479915,0.9886105353,0.9961751327,0.9706665019,0.0493634554,0.8122970901,0.9770058125,0.8622807015,0.0005877027,0.7633220747,0.5829070991,0.3292190421,0.4933096314,0.1264431947,0.0739635478,0.0719261684,309.801917793,156.349104994,5257.77818415,0.28,49.8102998814,29.1998810208,4526.45057413,652.03742912,49.1967,0.232,0.349897,7,4,0,1,1,1,0,0,36425.0678205,0.9400118056
0.9996640436,0.5257436242,0.9608924785,0.9994692288,0.0212124569,0.0009002263,0.8335421585,0.7769831484,0.1538945583,0.4823920784,0.9881907509,0.0257147973,0.7355339668,0.0451161083,0.1206380523,0.1902539583,358.991351928,362.725422585,5226.56765814,0.28,26.140995277,22.9877076576,4525.12152609,652.03742912,45.01784,0.232,0.189897,7,0,0,3,3,1,0,0,36361.6554647,0.9062319401
0.9914088041,0.9981277812,0.9998165204,0.9995839262,0.5403178781,0.0173227588,0.8696776634,0.9540749006,0.8186337576,0.0403840868,0.5351172702,0.0423470553,0.4023633483,0.504713095,0.6710915988,0.1273361575,426.098857324,404.509355241,5421.16627656,0.12,28.7309566862,227.705895094,4512.57199566,652.03742912,320.57256,0.232,0.189897,3,0,0,1,1,1,0,0,36328.1518509,0.9169678939
0.8866361251,0.6184999267,0.8926753071,0.9992359034,0.906323866,0.0453742043,0.9999939926,0.9917110066,0.1947247122,0.7380127593,0.0592214281,0.0003078584,0.8572645285,0.3717072792,0.9292974275,0.2166302354,434.165191961,412.767317633,5435.50036782,0.16,28.0922013579,242.408803619,4512.80193373,652.03742912,342.54948,0.232,0.371898,4,0,0,1,1,1,1,0,35644.969376,0.9384565033
0.9568207738,0.5188152569,0.8421547868,0.9750221577,0.4401078114,0.0609894062,0.9982555236,0.9920626476,0.4988539117,0.9475549959,0.6262551784,0.062040844,0.8492187185,0.1078790023,0.0854107516,0.9573774905,446.227769294,434.838986171,5533.89849663,0.12,35.2449450695,338.18947932,4508.30664312,652.03742912,485.716,0.232,0.349897,3,0,0,1,1,1,0,0,36403.1919217,0.9455038537
0.8807800745,0.9426791771,0.9973544345,0.9244836732,0.3765891999,0.3107508027,0.9215346827,0.9757630146,0.7397111177,0.3954260889,0.241873711,0.003463459,0.0166177216,0.0487366935,0.0115527812,0.0556740086,321.11698518,245.025143445,5189.44778741,0.12,27.8850915892,1.2114728472,4508.19379385,652.03742912,14.57148,0.0,0.349897,3,0,0,1,1,1,0,0,37133.7952687,0.8712736187
0.8829299576,0.9930776679,0.951225987,0.9928745631,0.028727681,0.0007356182,0.9643177153,0.8181238103,0.5814151288,0.8919403746,0.3566746267,0.029836963,0.6995034344,0.3621471842,0.6701402969,0.3309126724,492.345120968,425.166868703,5490.4574384,0.2,28.4992629729,303.035611612,4506.6851347,652.03742912,433.17036,0.232,0.189897,5,0,0,3,1,1,0,0,36333.8504364,0.9125802717
0.9801883428,0.9637562149,0.8830105885,0.9453438718,0.0164732862,0.0027249115,0.8949035823,0.910645332,0.6046221237,0.8550562159,0.1288910975,0.0054132758,0.0037917833,0.4882761061,0.219023609,0.2111406036,396.116569544,379.468307923,5309.89730791,0.12,24.7268797646,138.819457241,4494.19354179,652.03742912,191.72482,0.0,0.180172,3,0,0,1,1,1,0,0,36717.8700968,0.8193365123
0.9764874618,0.9695672322,0.7244060165,0.9972469035,0.7606996367,0.6762170683,0.9011583049,0.9359812818,0.7910471622,0.4979021776,0.6144868826,0.9779324108,0.4295814012,0.1996622421,0.0430899855,0.5773446681,310.623073672,301.544515947,5537.82259461,0.12,51.7793760264,332.468604073,4501.41718539,652.03742912,477.71738,0.232,0.349897,3,0,0,1,1,1,0,0,36373.600996,0.938178121
0.8573403687,0.9621724563,0.9900072113,0.9945416012,0.5563576133,0.5746936917,0.5719103804,0.8837402948,0.1675741763,0.7097375515,0.8480510994,0.4455638792,0.9919984012,0.1700509473,0.4069257793,0.0984385562,305.025847599,242.016680729,5409.60789466,0.12,51.7410364601,193.967405033,4511.74202405,652.03742912,274.9908,0.232,0.349897,3,0,0,1,1,1,0,0,36542.8187763,0.9377696007
0.7272324739,0.687832739,0.8912429795,0.9980607274,0.6616185554,0.525382859,0.9241641329,0.9476550849,0.5209920329,0.7134532899,0.6695166639,0.4648837015,0.6231043013,0.1028961489,0.0308023165,0.0589289807,304.657710235,135.861452727,5249.23308341,0.2,51.7221825384,21.1550748024,4524.11839695,652.03742912,39.14988,0.232,0.349897,5,0,0,1,1,3,0,0,36418.4793324,0.9376004756
0.9996640436,0.6641518451,0.9673668088,0.9994692288,0.0212124569,0.0390236202,0.7866339535,0.7769831484,0.117107619,0.4520149036,0.9786898927,0.0077596022,0.7355339668,0.004222198,0.0774911153,0.1902539583,336.679720849,362.00748557,5232.37785023,0.28,26.0550016923,27.232228002,4526.77319141,652.03742912,50.9523,0.232,0.349897,7,0,0,3,3,1,0,0,36404.5124977,0.9257674538
0.9901405966,0.3651861098,0.8973979755,0.6924251422,0.4142822532,0.0366050049,0.8686876134,0.8003363384,0.4279874609,0.6666574307,0.8329878364,0.6898414251,0.7603921358,0.0098645671,0.0119448619,0.0219934879,317.337225042,262.102812117,5236.7350616,0.2,47.2424330822,1.2114728472,4536.04372655,652.03742912,14.57148,0.232,0.304897,5,0,0,3,1,1,0,0,38467.4074842,0.9538700301
0.9524728806,0.9982317061,0.9634860774,0.9994731655,0.4318128349,0.3556796933,0.9346654831,0.9882623517,0.4762691161,0.7329692634,0.5001183812,0.6598787234,0.5238657247,0.2537286896,0.2050592214,0.0808328468,307.447722285,213.925564242,5351.12525028,0.12,51.6591285064,129.756541236,4517.55215142,652.03742912,186.38088,0.232,0.349897,3,0,0,1,1,1,0,0,36384.0384257,0.9414610091
0.9387764614,0.964409429,0.5940048072,0.0742540078,0.1953785377,0.1097442903,0.9498395779,0.9439369119,0.0679447552,0.7202070613,0.6431088846,0.031714288,0.4388571971,0.1460264143,0.0417682393,0.0818125314,324.059294644,287.862606111,5219.00454979,0.12,27.1807640665,9.3702191016,4530.2961375,652.03742912,24.62628,0.232,0.349897,3,0,0,1,1,1,0,0,39661.0954638,0.9577408196
0.892036997,0.9976121254,0.9860244207,0.1937311839,0.4126598938,0.9279922423,0.8589839539,0.6253596873,0.0054935364,0.0916740204,0.5550215339,0.017606325,0.0013932901,0.0656272943,0.0654549423,0.0908588085,324.283841758,220.520080996,5183.33212532,0.2,25.2578333643,1.2114728472,4504.62538999,652.03742912,14.57148,0.0,0.349897,5,0,0,1,3,1,0,0,38845.2179675,0.8617344379
0.7544069049,0.8230373957,0.8941801031,0.8771338327,0.8833762126,0.5524950175,0.5244071096,0.9999348175,0.3585249776,0.9943915362,0.7673380857,0.5341876793,0.6186592473,0.1306011344,0.0637070547,0.0157365737,307.707011002,144.325152532,5263.52564299,0.2,51.4962549414,36.630791904,4523.16116702,652.03742912,58.22208,0.232,0.349897,5,0,0,1,1,3,0,0,36532.8436631,0.93763488
0.8856667679,0.8607522987,0.9928243008,0.9990214333,0.072785884,0.0620942362,0.9417352532,0.8904964111,0.6577952437,0.4883106776,0.8388533666,0.0602180775,0.8684737517,0.4425790961,0.85978883,0.2973323662,414.986462457,416.79706779,5493.11995765,0.12,35.1300852544,294.383282726,4511.44916055,652.03742912,420.23744,0.232,0.349897,3,0,0,1,1,1,0,0,36362.3308472,0.9451550197
0.9660388021,0.9288078132,0.6601313464,0.9874435912,0.6820159075,0.5376541806,0.6261523107,0.956986124,0.0095681021,0.5010559552,0.017014906,0.4229551692,0.3554449085,0.0848080953,0.1584355329,0.0296290146,307.209901017,184.14999961,5316.05794128,0.12,51.4513424227,93.6202048152,4518.82896492,652.03742912,139.41858,0.232,0.349897,3,0,0,1,1,1,0,0,36537.9285441,0.9378460699
0.8370513097,0.7039581814,0.9908753485,0.9840345376,0.620060015,0.0203256854,0.9975918442,0.8811745632,0.6107113546,0.9746452644,0.5180883847,0.0120794972,0.7512358565,0.119029037,0.1520791471,0.2406070901,367.76510532,374.256033468,5280.69091342,0.2,24.8569828546,83.518258656,4520.07824279,652.03742912,129.6484,0.232,0.189897,5,0,0,1,1,3,0,0,36298.2454841,0.9035793574
0.9547071281,0.5476064364,0.9290492435,0.9997949738,0.3514248964,0.0018421048,0.9597758696,0.9268148685,0.2077091065,0.9076759756,0.6985750062,0.0259022535,0.9301392754,0.7470812828,0.4425334207,0.1552171616,447.679021031,403.633443109,5405.45549612,0.12,26.1973974458,215.077846738,4512.02282282,652.03742912,301.87542,0.232,0.189897,3,0,0,1,1,1,0,0,36362.8809354,0.9064954619
0.9962453728,0.6639122527,0.8965000301,0.9981796194,0.5934755532,0.0143411956,0.817926597,0.9962578789,0.2384835425,0.7560282115,0.5237904243,0.0037460078,0.0551966222,0.0753945577,0.1495565151,0.2392182755,374.486821103,374.778779798,5276.34983998,0.2,24.9187131954,87.5782346376,4511.61546303,652.03742912,135.32484,0.232,0.189897,5,0,0,1,3,1,0,0,36292.3930343,0.8715265426
0.9804113235,0.7225665751,0.9124131779,0.9927128955,0.1922708338,0.0133730932,0.4368559507,0.9993556353,0.1167561568,0.630079775,0.7885288676,0.0058438393,0.7700899945,0.112660229,0.735494613,0.1231138673,461.197826684,409.114623195,5414.84395852,0.2,24.8632883201,227.705895094,4510.03734599,652.03742912,320.57256,0.232,0.189897,5,0,0,1,3,1,0,0,36438.4063162,0.9024861028
0.9153876365,0.9759963635,0.9974797315,0.9774100927,0.3731571556,0.8840123445,0.8836771167,0.9829685181,0.0008966911,0.4559710676,0.5642356338,0.7420373761,0.5393925161,0.1547740225,0.1931116834,0.1015103013,302.927022105,200.678177887,5339.32744252,0.12,51.711165284,118.358264027,4517.10058409,652.03742912,173.59692,0.232,0.349897,3,0,0,1,1,1,0,0,36392.9570303,0.9383409895
0.9248752227,0.7788010748,0.9922483477,0.9992506886,0.460864401,0.0084173359,0.8935636973,0.8450622472,0.7456373965,0.3821088978,0.6247488895,0.0499867814,0.5129644235,0.0380711113,0.9612329721,0.2094781557,413.251540538,411.916273053,5431.45297482,0.2,32.5472755389,231.699277656,4514.96899251,652.03742912,326.5416,0.232,0.189897,5,0,0,3,1,1,0,0,36357.3596996,0.9223592385
0.979086701,0.8997343422,0.639982578,0.0742540078,0.4535397083,0.0007343114,0.9498395779,0.9318479392,0.644556254,0.9659570846,0.5426532278,0.6256821977,0.7651362856,0.092678815,0.9312050127,0.3156130586,321.705972783,359.079023616,5515.48958857,0.16,46.6343962449,302.854094222,4513.80366899,652.03742912,432.89904,0.232,0.131898,4,0,0,1,1,1,1,0,41193.8210005,0.9529510301
0.9101452056,0.9438114893,0.8697434647,0.9969012408,0.5897674055,0.0017149407,0.7534763505,0.9993713002,0.2095397995,0.8804413148,0.3817243084,0.076368578,0.6781531128,0.5167198486,0.7558280758,0.3614619056,440.235095432,425.232890789,5509.5123702,0.28,37.6012859957,308.965179659,4510.62847543,652.03742912,442.03348,0.232,0.213897,7,0,0,1,4,1,1,0,36709.2494339,0.9357585605
0.8815035494,0.8394110162,0.9141231117,0.9853166379,0.6098122564,0.0473826396,0.9802315794,0.9325295819,0.0197064208,0.5130876159,0.0171090235,0.0374854215,0.929346902,0.3619291353,0.7958853754,0.2605465379,431.544157902,415.788970578,5465.54474624,0.12,30.5685456516,270.422987352,4512.39578411,652.03742912,384.4232,0.232,0.349897,3,0,0,1,1,1,0,0,36409.1944963,0.9391194624
0.9484775822,0.8521476061,0.9992382589,0.8834976657,0.3681453114,0.0625016978,0.954427823,0.9816072195,0.0918761848,0.7788051998,0.6326567929,0.0090935074,0.8272111375,0.181541165,0.0967568463,0.0961783459,326.520247377,340.311332078,5219.12017921,0.12,26.2911460277,11.6365375056,4529.03506656,652.03742912,27.41928,0.232,0.349897,3,0,0,1,1,1,0,0,38107.1623603,0.9358948411
0.9388089344,0.8562723258,0.983487115,0.9999352601,0.3730322447,0.0062861824,0.9145220192,0.9921305419,0.0045977147,0.9734856767,0.3956180807,0.0038836115,0.5278058617,0.0716713215,0.993907974,0.278741344,494.524289298,419.86525244,5465.05448714,0.12,24.9667580776,281.979594464,4505.95070548,652.03742912,401.69724,0.232,0.189897,3,0,0,1,1,1,0,0,36321.7502148,0.9032406314
0.8593873055,0.7187804075,0.9344110627,0.9998624861,0.2259230544,0.0037132906,0.8890164801,0.864728785,0.4549518691,0.8594113315,0.4930245496,0.0176432891,0.9249968246,0.597288607,0.0304857437,0.1924886688,388.628614911,384.558033449,5319.72184248,0.12,24.9448498474,124.599615143,4518.01994837,652.03742912,167.94974,0.232,0.189897,3,0,0,1,1,1,0,0,36373.8924267,0.9031561435
0.975638972,0.9300519632,0.7435545275,0.0742540078,0.1941866724,0.0035782222,0.8850466681,0.931241267,0.0679447552,0.7180609563,0.6952298344,0.6222267854,0.8614430153,0.3880297439,0.0371841443,0.2810946263,313.506330609,341.262156516,5454.87444768,0.4,46.4214706965,237.878111377,4518.13743649,652.03742912,341.32322,0.232,0.131898,10,0,0,1,7,1,1,0,39425.8136274,0.9499402283
0.7938350004,0.7042053911,0.9748276083,0.9998834598,0.0074935814,0.0559762154,0.839171618,0.843630961,0.6174698244,0.8374292706,0.6344478258,0.1142123306,0.924569046,0.5410066622,0.0603104593,0.4948945395,384.792110529,419.151906531,5513.51390723,0.2,40.196202693,310.080441317,4510.9998341,652.03742912,445.99688,0.232,0.349897,5,0,0,1,1,3,0,0,36409.8425857,0.9452639931
0.9593733589,0.9823929992,0.997030464,0.9954256606,0.2991885607,0.480919733,0.9898072995,0.9912265191,0.1305790654,0.4554806249,0.67442469,0.0033323707,0.3667386609,0.0609148488,0.1373403769,0.1380577083,314.427923581,248.134504261,5217.59248644,0.12,28.404560202,15.6059331456,4521.42456398,652.03742912,34.69704,0.232,0.349897,3,0,0,1,1,1,0,0,36364.5767233,0.9270455338
0.9306121616,0.9573777024,0.9999334968,0.8126983869,0.1310768659,0.4303786302,0.7259396492,0.9500606941,0.0990960221,0.4318942412,0.6762560406,0.5702104892,0.708543569,0.0029425422,0.0596841571,0.110728092,304.688220284,163.976036995,5289.01308932,0.2,51.4488051691,64.3256449248,4521.00121011,652.03742912,102.81432,0.232,0.349897,5,0,0,1,3,1,0,0,36479.6819022,0.9389002128
0.8563707874,0.9110862967,0.9254895771,0.8692160272,0.0291438394,0.0077405465,0.7473707661,0.9014175996,0.0056610692,0.0131710778,0.4708952765,0.0094072967,0.0095698809,0.0272571115,0.0206759658,0.0066727705,362.565676756,336.198482121,5172.59640352,0.2,19.6850827036,1.2114728472,4499.46241885,652.03742912,14.57148,0.0,0.163172,5,0,0,1,3,1,0,0,37265.6486974,0.8147646293
0.9559867493,0.546664935,0.9573086065,0.9998624861,0.3911462886,0.0062543258,0.6091950818,0.7593594625,0.5609802236,0.9333831244,0.4930245496,0.0018403407,0.9534022749,0.7117347882,0.0078122069,0.0496938374,386.638989584,380.438531371,5314.88378227,0.2,24.8970024117,119.448541582,4518.30080916,652.03742912,160.28628,0.232,0.189897,5,0,0,3,1,1,0,0,36366.5077131,0.90257375
0.6084460539,0.6938493437,0.9664236726,0.9996117992,0.6598168546,0.0540809179,0.846928755,0.7981459048,0.1183448638,0.3376316674,0.6839048778,0.6553700893,0.9939005981,0.0321060172,0.1091976374,0.5457404423,332.701359592,388.352624241,5529.57574885,0.2,48.9426009836,316.966877598,4511.42884115,652.03742912,456.0437,0.232,0.349897,5,0,0,3,1,1,0,0,36265.4006441,0.9449052388
0.8531433858,0.9172869601,0.9368030027,0.9873867591,0.4546346959,0.0421091121,0.9759075655,0.9987687342,0.3168723654,0.7506941017,0.2713402098,0.0010190659,0.8530174373,0.1323427314,0.8441842134,0.1102321153,429.460566571,409.056865024,5419.63713805,0.52,26.1364627138,227.705895094,4513.23735113,652.03742912,320.57256,0.232,0.349897,13,0,0,1,1,11,0,0,36332.5098638,0.9283460409
0.9983239734,0.6194937632,0.9619921811,0.9177853243,0.6622127762,0.0112476801,0.7601488033,0.6335581539,0.3456350856,0.784759833,0.2816706392,0.0001725091,0.7160220676,0.0501302437,0.0087092066,0.0793758117,356.398661997,348.68461415,5203.93264051,0.2,24.557287868,1.2114728472,4525.92645067,652.03742912,14.57148,0.232,0.189897,5,0,0,1,3,1,0,0,36157.0456547,0.905017473
0.9192381735,0.9303231565,0.982511718,0.9437146606,0.9498098399,0.9630726829,0.8068660763,0.9953329862,0.6041001404,0.3693787494,0.9784075506,0.3758033536,0.7505185013,0.0875733331,0.1685733264,0.0872927067,309.552731023,197.001312326,5316.85665892,0.2,49.3954201471,96.349053276,4518.87475637,652.03742912,143.10534,0.232,0.349897,5,0,0,1,3,1,0,0,36399.3828135,0.9383412576
0.9639137868,0.904683896,0.8121451817,0.8241510568,0.4427081677,0.0470212689,0.939253348,0.9753214967,0.7065690605,0.3022635593,0.7422983307,0.05049485,0.6875740654,0.4025968809,0.9862569868,0.0838391649,380.599668559,395.583497287,5430.17762981,0.12,32.8438485024,227.705895094,4517.47045709,652.03742912,320.57256,0.232,0.349897,3,0,0,1,1,1,0,0,39164.5271322,0.9469240179
0.8815035494,0.7786890769,0.9141231117,0.9976807641,0.5063830445,0.0528854593,0.9802315794,0.9325295819,0.0123440089,0.5130876159,0.0305249286,0.0374854215,0.929346902,0.3619291353,0.7958853754,0.241515533,423.868613045,414.39072087,5453.69697776,0.12,30.4658324108,257.716770108,4513.35694613,652.03742912,365.4308,0.232,0.349897,3,0,0,1,1,1,0,0,36392.1336934,0.9399097883
0.93359169,0.6545368657,0.9917835177,0.9995675271,0.2341347805,0.0563597485,0.9134515608,0.982019283,0.6797197578,0.5247989735,0.6549577017,0.0666942215,0.585897819,0.5136752377,0.316796921,0.1911110404,338.44554632,387.907251073,5395.0637373,0.12,35.722867297,187.362514483,4519.8209264,652.03742912,263.3267,0.232,0.349897,3,0,0,1,1,1,0,0,36414.3121582,0.9447434056
0.941685939,0.6435614006,0.858597128,0.9941845214,0.9219675972,0.625406516,0.7779090897,0.9791388787,0.0569778622,0.4290136954,0.2033455188,0.9095306396,0.5284369089,0.1700247268,0.1118217358,0.1253356257,304.411942924,189.725793062,5324.72775419,0.2,51.6928537525,102.607093445,4518.19037787,652.03742912,152.19456,0.232,0.349897,5,0,0,1,3,1,0,0,36466.1154562,0.937942437
0.7279055876,0.7602541412,0.8874820565,0.3863679613,0.2872006028,0.0062495034,0.9737221602,0.9461377167,0.7004241072,0.7944202832,0.5398933009,0.7575885651,0.7934567475,0.0683424464,0.129553763,0.0799962461,314.755707095,269.765185698,5237.81116386,0.2,46.4938692746,3.940321308,4535.13954416,652.03742912,18.25824,0.232,0.144897,5,0,0,1,1,3,0,0,38782.159533,0.9482787742
0.9863930468,0.1303625648,0.9548327855,0.9997399228,0.6179599428,0.000781075,0.9953966661,0.9425151147,0.1289969311,0.4574413425,0.8188181134,0.0337379776,0.8900873426,0.2639574567,0.8541506988,0.2323675215,442.639185747,414.986158216,5435.25067409,0.12,29.9185259767,240.472618134,4512.70210085,652.03742912,339.6554,0.232,0.189897,3,0,0,1,1,1,0,0,36319.2526521,0.915680721
0.9804113235,0.8655205785,0.9714898322,0.9927128955,0.2598081634,0.0518191637,0.811092671,0.9983541673,0.3303812466,0.6348249287,0.7646572777,0.0621211488,0.7700899945,0.1523286273,0.8219406515,0.1294338703,370.854302587,406.827259177,5432.06429521,0.2,35.2145714807,227.705895094,4516.90639951,652.03742912,320.57256,0.232,0.349897,5,0,0,1,3,1,0,0,36382.895859,0.9440991822
0.9764350269,0.9193228817,0.6178593349,0.0742540078,0.0481567049,0.1097442903,0.9468566439,0.931241267,0.8449482053,0.4236380528,0.0863724766,0.5990197893,0.815599024,0.0972187134,0.005122382,0.3221159516,313.189811213,321.731472437,5462.30806748,0.2,48.4695182935,247.393652822,4514.20746725,652.03742912,358.77016,0.232,0.304897,5,0,2,1,1,1,0,0,39663.7883248,0.9592826591
0.901662208,0.8230373957,0.8512175002,0.994623497,0.6611624601,0.5604202751,0.6547729417,0.959297824,0.0134987412,0.9331084363,0.6529773111,0.5009295888,0.3887299999,0.2035866375,0.0123866964,0.0119680999,304.831846327,165.585390236,5294.5321571,0.2,51.7523843135,69.654288648,4520.88805502,652.03742912,98.92008,0.232,0.349897,5,0,0,1,3,1,0,0,36543.0682854,0.9378845476
0.9076171174,0.9263226765,0.9690980666,0.9918412042,0.408703083,0.0084173359,0.896656849,0.8401698273,0.1443572335,0.3870396508,0.6498522694,0.0001081461,0.9138400636,0.0293616141,0.9612329721,0.3092688438,506.530953249,422.753619179,5479.4741082,0.2,24.5993189254,297.832113121,4504.80524703,652.03742912,425.39252,0.232,0.189897,5,0,0,3,1,1,0,0,36297.3440291,0.9032737946
0.922700508,0.9959852702,0.9873072971,0.988233385,0.620060015,0.0176515391,0.9975918442,0.8822197375,0.6107113546,0.5019683814,0.5184456303,0.0284768843,0.7896565777,0.119029037,0.192557472,0.0164647902,357.290259234,360.058600236,5225.76516914,0.12,27.8712155261,18.9489878424,4526.78753665,652.03742912,38.53542,0.232,0.189897,3,0,0,1,1,1,0,0,36331.9258544,0.9115190099
0.9438145906,0.9649955286,0.8731768809,0.7646708376,0.3214627999,0.7922288661,0.8709369778,0.6689142005,0.0497046468,0.4559710676,0.8832740165,0.4281563276,0.9809249862,0.0047787375,0.1037181061,0.0315077084,308.792446467,146.804423973,5265.49858052,0.2,51.1330061139,39.6634284312,4522.46471686,652.03742912,66.52128,0.232,0.349897,5,0,0,3,1,1,0,0,36848.0391605,0.9378530626
0.9953733196,0.7776865856,0.8042157525,0.9944071169,0.8965463625,0.8250053148,0.9989486932,0.93811738,0.8462781205,0.7397461227,0.6078851218,0.9326390351,0.4670443571,0.0792886304,0.1778311323,0.0464789603,303.589268345,191.735631718,5325.86011706,0.2,51.6821576951,103.915405826,4518.02512442,652.03742912,153.32772,0.232,0.349897,5,0,2,1,1,1,0,0,36494.8387304,0.9381158895
0.9962453728,0.6537144919,0.8965000301,0.9981796194,0.6305438577,0.0143411956,0.8569074859,0.9635228334,0.3200002696,0.7560282115,0.5237904243,0.0037460078,0.0255367064,0.0753945577,0.1906959581,0.2392182755,374.258202593,374.722093045,5266.16876354,0.12,24.9266258991,88.131867726,4500.9528408,652.03742912,136.0989,0.0,0.180172,3,0,0,1,1,1,0,0,36379.9945868,0.8324012788
0.9524700761,0.6435614006,0.6979367117,0.9967025886,0.4346663829,0.6060579195,0.7666753004,0.9791388787,0.071955877,0.4290136954,0.1867480327,0.9259011087,0.5016679942,0.1700247268,0.4875338256,0.1564383545,308.034175452,252.28005572,5441.85562135,0.2,51.6913971714,228.694873571,4509.23192148,652.03742912,325.13446,0.232,0.349897,5,0,0,1,3,1,0,0,36475.4430395,0.9379120106
0.8834293054,0.976046566,0.8824317966,0.9975825434,0.4038451734,0.019657565,0.9619873532,0.9884585956,0.5838350752,0.9678550291,0.4880513108,5.44709615899e-07,0.6626624692,0.1450206652,0.9954560815,0.5281293604,529.10939034,435.000354797,5511.28759029,0.16,26.7573289808,329.537150435,4502.79568176,652.03742912,472.78308,0.232,0.211898,4,0,0,1,1,1,1,0,35595.0284416,0.9120197848
