,Minimum System Storage (GL),Total Cost ($ million),Total Spill Volume (GL)
245,0.66141566751077363,0.083949204874607664,0.25463512761461854
246,0.32244658194154546,0.37256837378996394,0.30498504426849055
247,0.16717489170663735,0.40467279353885649,0.42815231475450605
248,0.31048079905585807,0.21777409364798692,0.4717451072961551
249,0.3800059190008418,0.30168809969813337,0.31830598130102478
250,0.2976552618630311,0.3692175773777252,0.33312716075924359
251,0.15361419710696009,0.40750080085598439,0.43888500203705549
252,0.59268113255244892,0.18160021387350461,0.22571865357404636
253,0.095510743511115576,0.34674563849019863,0.55774361799868577
254,0.31381794939471308,0.33461269984706432,0.35156935075822254
255,0.50211218131652735,0.24370818576305028,0.25417963292042234
256,0.68578302070443653,0.1204380526369391,0.19377892665862437
257,0.089785167600819046,0.35712968451031957,0.55308514788886132
258,0.090711304140711449,0.37211205691276766,0.5371766389465209
259,0.52586781333746468,0.2321555262439933,0.2419766604185421
260,0.27490727939178716,0.36890459831173272,0.35618812229648
261,0.54929845246875553,0.017588077620857238,0.43311346991038718
262,0.016444275625987086,0.45215831439984555,0.5313974099741674
263,0.89224209625746875,0.080538548077405819,0.027219355665125306
264,0.28648618250439306,0.24711485191053115,0.46639896558507582
265,0.1572790408220413,0.29502801855492461,0.54769294062303409
266,0.52961960237850136,0.19980880729663997,0.27057159032485856
267,0.052543333065104093,0.41572640877217804,0.53173025816271779
268,0.65957457048942802,0.16975229176495649,0.17067313774561543
269,0.13428748471659571,0.33063436600877633,0.53507814927462793
270,0.29414943535705323,0.24404662153401516,0.46180394310893169
271,0.10786246633031586,0.36065352734185979,0.53148400632782433
272,0.53683604774129356,0.19552527402045608,0.26763867823825044
273,0.16239638379710883,0.41373813333432446,0.42386548286856673
274,0.2725302664552503,0.36225662418327453,0.36521310936147511
275,0.39166381837299857,0.29780808731239006,0.31052809431461142
276,0.24996743930458384,0.38924168679444948,0.36079087390096665
277,0.74822386616161563,0.035061743967301308,0.21671438987108296
278,0.58529159274781783,0.21358804924801161,0.20112035800417061
279,0.50201446801912486,0.025475535462681602,0.47250999651819348
280,0.90081970659432664,0.076739721919110326,0.022440571486563039
281,0.30050165433592796,0.33974152410092501,0.35975682156314692
282,0.29137521129027572,0.36083961948093018,0.34778516922879416
283,0.1033173256897324,0.36282655789879759,0.53385611641147002
284,0.79133071757810391,0.025869906452585186,0.18279937596931092
285,0.27273000472803621,0.430223122124885,0.29704687314707862
286,0.17129749392863663,0.25510694274025508,0.57359556333110839
287,0.61135457269145088,0.0032672176667474921,0.38537820964180175
288,0.297059571808442,0.23220668539631859,0.47073374279523927
289,0.51344994004565503,0.14115539833936858,0.34539466161497634
290,0.77639417551614609,0.023033408003537727,0.20057241648031618
291,0.85846242126977224,0.10099568593418178,0.040541892796045823
292,0.77020692618055042,0.1362245286988488,0.093568545120600699
293,0.84583501770537606,0.095190732862164701,0.058974249432459123
294,0.79111485437858986,0.1286498080686127,0.080235337552797478
295,0.77814125809461954,0.082634640527909087,0.13922410137747146
296,0.79914981797369933,0.077389882339455984,0.12346029968684472
297,0.33571238191709002,0.29113559567100067,0.37315202241190931
298,0.72489759017294864,0.018177472318798557,0.25692493750825285
299,0.80529997074230986,0.12269178202776782,0.072008247229922301
300,0.34265477436724195,0.25956082505085593,0.39778440058190223
301,0.30515877018542531,0.24509096751800882,0.44975026229656584
302,0.59985579390140542,0.2086009261844203,0.19154327991417422
303,0.14606236258299105,0.31162228960445265,0.5423153478125563
304,0.2675291613703133,0.27845862939934929,0.45401220923033747
305,0.2825372869339664,0.41475213689338047,0.30271057617265312
306,0.14780715758526361,0.42653029523841202,0.4256625471763244
307,0.20878602738640314,0.36418708541734801,0.42702688719624893
308,0.14152957061029869,0.43264662709222163,0.42582380229747979
309,0.34168125596865317,0.12923664831649756,0.52908209571484921
310,0.015170873543474381,0.43488586138849739,0.54994326506802826
311,0.67462547170242027,0.16600835903879751,0.1593661692587823
312,0.27157157574492397,0.40089862613071686,0.32752979812435917
313,0.29236545870826935,0.41326409761108235,0.2943704436806483
314,0.29864542304853875,0.37844080231268723,0.32291377463877396
315,0.22946169946396172,0.32871063330220146,0.44182766723383682
316,0.04817965123894917,0.3961306020339827,0.55568974672706817
317,0.74581583557077902,0.14670966464768634,0.10747449978153471
318,0.84161247836414521,0.106757905362697,0.051629616273157833
319,0.20068664521056356,0.23389331773986691,0.56542003704956956
320,0.20082168206247514,0.21809474018562094,0.58108357775190389
321,0.47847221290683567,0.23538432134651799,0.2861434657466464
322,0.27821421591528378,0.25829989511187684,0.46348588897283927
323,0.56303031438246365,0.18213244227206044,0.25483724334547592
324,0.29027570851731055,0.37648889189374901,0.33323539958894055
325,0.28206137808434867,0.25141468034512549,0.46652394157052585
326,0.25892692253606736,0.28965842680366588,0.45141465066026665
327,0.4425022885410701,0.14494837638999206,0.41254933506893787
328,0.29137909756022268,0.38539065541994494,0.32323024701983233
329,0.061464213748769848,0.38330308541052582,0.55523270084070431
330,0.5961138382631086,0.13134252123146123,0.27254364050543017
331,0.11734921276248655,0.33763772728948849,0.54501305994802496
332,0.25705590997844868,0.39026200403341132,0.35268208598813999
333,0.12698835278863407,0.31270264818518617,0.5603089990261797
334,0.52436258634565902,0.1474226345660001,0.32821477908834085
335,0.72238690909216441,0.11884314282821404,0.15876994807962166
336,0.63610252607517404,0.032249394281664762,0.33164807964316129
337,0.022787505391954174,0.42506964027106547,0.5521428543369804
338,0.61491695943544056,0.082315282564809494,0.30276775799974992
339,0.10986074271594498,0.3353760082939885,0.55476324899006646
340,0.15471551425894647,0.2806110363916276,0.56467344934942598
341,0.34544897159167703,0.28585961034019991,0.36869141806812306
342,0.26445066162763003,0.39758025901632321,0.33796907935604686
343,0.63602964741014645,0.11036524404317169,0.25360510854668183
344,0.16716718840173853,0.27870850687261822,0.55412430472564334
345,0.049106649127456936,0.41993645671626456,0.53095689415627845
346,0.31898331113357858,0.36005387222246299,0.32096281664395832
347,0.52600060574153795,0.19604973151603217,0.27794966274242999
348,0.55706429397332635,0.17828241861676974,0.26465328740990385
349,0.70495776298842006,0.021415211366751927,0.27362702564482783
350,0.16694439271393982,0.42283898415456789,0.41021662313149237
351,0.74316195352838343,0.11363456049973156,0.1432034859718849
352,0.39699159609228546,0.30881265959450366,0.29419574431321088
353,0.36088487966820132,0.012613656297173122,0.62650146403462548
354,0.21265051107777447,0.21063680910622412,0.57671267981600138
355,0.013187796916452851,0.43743602574720369,0.54937617733634347
356,0.30780785107782688,0.34215080304540058,0.3500413458767726
357,0.19621205042331252,0.37583306125449406,0.42795488832219336
358,0.15504950578075932,0.29213037547736259,0.55282011874187809
359,0.22369327757673807,0.37988588811344171,0.39642083430982028
360,0.13647538899718178,0.44520064662293879,0.41832396437987945
361,0.028643156076311144,0.42192895297264588,0.54942789095104294
362,0.5857605427704492,0.087676629279908588,0.3265628279496422
363,0.10109714108585047,0.34515681330048775,0.55374604561366181
364,0.35660448346617374,0.31845323405889603,0.32494228247493029
365,0.54159414829473485,0.22817310384632644,0.23023274785893869
366,0.35990750305304375,0.32598619224793529,0.31410630469902079
367,0.57550342661017417,0.22174261568107448,0.20275395770875129
368,0.13040252049052253,0.30844286339571753,0.56115461611375994
369,0.52406791073764769,0.1744376512367142,0.30149443802563813
370,0.42640285703675801,0.045463295324066524,0.52813384763917548
371,0.65474190689609046,0.065194723741312952,0.28006336936259674
372,0.58405224884546225,0.13425757468197017,0.2816901764725675
373,0.27814596168054662,0.3552920351830624,0.36656200313639098
374,0.70709266421165018,0.16125504936052867,0.13165228642782106
375,0.40063146624471913,0.29269221767836967,0.30667631607691126
376,0.36418362166978974,0.12819264902681948,0.50762372930339072
377,0.56107703784565832,0.050625438547310248,0.3882975236070314
378,0.1742164933058144,0.39578258634267161,0.43000092035151399
379,0.063821536597200565,0.38199055109661056,0.55418791230618891
380,0.27776171876871858,0.41346356588884647,0.308774715342435
381,0.39261442929870993,0.29778214692671878,0.30960342377457123
382,0.47800118583043738,0.0237178494254244,0.49828096474413819
383,0.53332835970309844,0.1979720797467292,0.26869956055017241
384,0.29654586390136983,0.38136983074205494,0.32208430535657512
385,0.12241408644473994,0.33839323268206845,0.5391926808731915
386,0.46919752249894831,0.16758228199419969,0.36322019550685197
387,0.55991161797213818,0.14859682494315152,0.29149155708471036
388,0.40085668936077629,0.19244512216105292,0.4066981884781708
389,0.11079122315872894,0.33081631650437043,0.55839246033690071
390,0.20439308063275641,0.36898221885752386,0.42662470050971979
391,0.5713980626873767,0.18186702645210984,0.24673491086051347
392,0.47017871410582313,0.15850436929358383,0.37131691660059302
393,0.34571517437622235,0.12295088519087301,0.53133394043290472
394,0.067094732879256186,0.37589573555917261,0.55700953156157118
395,0.76052676792543816,0.14080517443953397,0.098668057635027825
396,0.31523325870283142,0.36082487171514716,0.32394186958202142
397,0.033154924871405256,0.41943589068943299,0.54740918443916176
398,0.1139780399234325,0.32782936334891483,0.55819259672765276
399,0.35530754549223464,0.33408771257059866,0.31060474193716675
400,0.24114195357971643,0.16692682963221142,0.59193121678807226
401,0.89483090635641516,0.081960328628269422,0.023208765015315547
402,0.46318735602746852,0.16534858358659971,0.37146406038593172
403,0.008889670412069603,0.4396169819397579,0.55149334764817259
404,0.2071535650963626,0.21180378935706642,0.58104264554657092
405,0.27361454129323803,0.43209782713891959,0.29428763156784238
406,0.87167691965340821,0.095431071667799697,0.032892008678792176
407,0.78938119714453958,0.13251736428301672,0.07810143857244381
408,0.58417099554578633,0.12263407124208207,0.29319493321213169
409,0.11983253775416736,0.32415628275440622,0.55601117949142642
410,0.58150735967260303,0.21602233989105554,0.20247030043634154
411,0.13091181421032724,0.30966282801840761,0.55942535777126512
412,0.29174167385235533,0.23805019924729962,0.47020812690034502
413,0.19966835667039359,0.38919754550875912,0.41113409782084726
414,0.384734358444004,0.26696373418823299,0.34830190736776306
415,0.76195694296196492,0.14166710963062332,0.096375947407411733
416,0.46920018014745424,0.22946710830318201,0.30133271154936386
417,0.06869065302706058,0.37228901713814866,0.55902032983479089
418,0.31853515976702956,0.19852551199955668,0.48293932823341373
419,0.28573168461530368,0.39694437217921397,0.31732394320548246
420,0.44709482081448787,0.27444559988468609,0.27845957930082599
421,0.26116436234961632,0.13376995952118145,0.6050656781292022
422,0.69128120214659361,0.16750016999166981,0.1412186278617367
423,0.54982737631500278,0.15230187540862811,0.29787074827636922
424,0.49537655852234774,0.13781175169611551,0.36681168978153678
425,0.26118382522778116,0.4056774714386987,0.33313870333352003
426,0.6708790986766624,0.016938741633609616,0.31218215968972801
427,0.26198948615865919,0.37761523328765179,0.36039528055368908
428,0.073690094109493606,0.37539592267931682,0.55091398321118956
429,0.42769072873937763,0.28450705283843164,0.28780221842219067
430,0.78040015894459225,0.029486915693262009,0.19011292536214577
431,0.61347746232620715,0.05912253030188265,0.32740000737191022
432,0.029829671420278044,0.41771948792449137,0.55245084065523054
433,0.85143630482236266,0.09494655264191959,0.053617142535717699
434,0.41645329181620017,0.2871752967665252,0.29637141141727469
435,0.058074525768837482,0.4085080131322667,0.53341746109889576
436,0.4230516067153367,0.25441308415078945,0.32253530913387396
437,0.051507512710967096,0.41871387443189106,0.5297786128571419
438,0.13887840491406087,0.46059856712473146,0.40052302796120764
439,0.29800156261287103,0.23240584136508086,0.46959259602204806
440,0.67046778639614213,0.11700480710716088,0.21252740649669705
441,0.28334720796339063,0.25413084519705392,0.46252194683955533
442,0.22066069622964071,0.36125258655933773,0.41808671721102147
443,0.27353544109374983,0.27108296223039963,0.45538159667585049
444,0.34214798134314772,0.26707688641845667,0.39077513223839566
445,0.038537592433080817,0.408641852318958,0.55282055524796125
446,0.57838240127284946,0.04947487565351822,0.37214272307363233
447,0.31693285857274422,0.3616538020190293,0.32141333940822653
448,0.40002928230730217,0.26236853853469222,0.33760217915800561
449,0.26602727109876928,0.37263112127283893,0.36134160762839168
450,0.36991626629123514,0.23024510808065213,0.39983862562811284
451,0.55589271669844587,0.22006437181172528,0.22404291148982894
452,0.013399707137581728,0.45977933571922924,0.52682095714318911
453,0.56352037227022322,0.22585736351169802,0.21062226421807884
454,0.50280447372834003,0.24967974210687213,0.24751578416478781
455,0.19683304263702708,0.37045658126749992,0.43271037609547308
456,0.57437287712542373,0.23983897349975664,0.18578814937481947
457,0.2119588806925426,0.37004818418035867,0.41799293512709879
458,0.31472539618180345,0.35508276922441318,0.33019183459378332
459,0.39202067952691477,0.12317548844448101,0.48480383202860422
460,0.094460124121631309,0.34700423179765327,0.55853564408071543
461,0.048830757050964513,0.39758853365911201,0.55358070928992342
462,0.078985133366372126,0.36505386768823067,0.5559609989453973
463,0.14693708464291044,0.28983514767038737,0.56322776768670202
464,0.85195851044554261,0.10392371668651651,0.044117772867940885
465,0.40470997689381255,0.24147898761477074,0.35381103549141674
466,0.35341483170980564,0.32484828315327985,0.32173688513691451
467,0.18238439933276263,0.40068134432031799,0.41693425634691939
468,0.097211666236436733,0.3522848754611404,0.55050345830242287
469,0.60780510277249622,0.16019317145520229,0.23200172577230144
470,0.53232863807845887,0.10470483714330461,0.36296652477823643
471,0.25796066413593877,0.38669588985155717,0.35534344601250412
472,0.80171059080438933,0.053656391870565361,0.14463301732504524
473,0.66577186676203493,0.009144344282421505,0.32508378895554352
474,0.28744935480925254,0.33721549795929129,0.37533514723145606
475,0.041910298623154846,0.40544188615946031,0.55264781521738493
476,0.4182105483499422,0.13630165087151222,0.44548780077854561
477,0.19470245475625195,0.39474363231588178,0.4105539129278663
478,0.51986540002253889,0.23216123824689011,0.24797336173057102
